,0
Basso A,1
Verne GN,3
Himes NC,1
Robinson ME,6
Gopinath KS,1
Briggs RW,4
Crosson B,6
Price DD,5
Hazeltine E,6
Scanlon MD,1
Leube DT,5
Yoon HW,7
Rapp A,5
Bartels M,3
Kircher TT,10
Van der Werf YD,1
Uylings HB,3
Saito DN,14
Morita Y,1
von Kriegstein K,14
Slotnick SD,11
Ward NS,9
Brown MM,1
Thompson AJ,7
Ullsperger M,7
Fan J,33
Fossella J,3
Sommer T,13
Wu Y,9
Posner MI,5
Sohn MH,1
Goode A,2
Babiloni F,1
Babiloni C,7
Carducci F,2
Romani GL,24
Angelone LM,1
Cincotti F,1
Joanisse MF,4
Daniels C,1
Witt K,4
Wolff S,14
Jansen O,11
Deuschl G,6
Brambati S,1
Ozawa M,1
Sato S,17
Volz KG,5
Anami K,4
Mori T,4
Tanaka F,2
Kawagoe Y,1
Okamoto J,2
Yarita M,1
Ohnishi T,6
Yumoto M,1
Matsuda H,6
Saitoh O,2
Foltys H,4
Meister IG,7
Weidemann J,2
Sparing R,4
Topper R,4
Boroojerdi B,6
Salgado-Pineda P,7
Baeza I,3
Perez-Gomez M,1
Vendrell P,8
Junque C,21
Bargallo N,23
Bernardo M,6
White NS,3
Alkire MT,3
Goshen-Gottstein Y,1
Ganel T,1
Quayle A,1
Zanini S,1
Dewar BK,1
Cipolotti L,2
Chetelat G,12
Desgranges B,15
de la Sayette V,4
Viader F,6
Berkouk K,1
Landeau B,14
Lalevee C,1
Le Doze F,1
Dupuy B,1
Hannequin D,1
Baron JC,9
Eustache F,18
Tucker M,2
Armony J,1
Ellis R,1
Arthurs OJ,1
Boniface SJ,1
Iaria G,9
Pike B,2
Bohbot VD,2
Brodeur M,2
Mohammed J,1
Kress B,3
Hahnel S,2
Gunther J,1
Konrad F,1
Sartor K,3
Ganis G,4
Kosslyn SM,5
Stose S,1
Thompson WL,3
Yurgelun-Todd DA,14
Wallis JD,1
Miller EK,1
Muller JL,2
Sommer M,10
Wagner V,1
Taschler H,1
Roder CH,5
Schuierer G,2
Klein HE,1
Hajak G,10
Rossion B,10
Caldara R,1
Seghier M,3
Schuller AM,1
Lazeyras F,10
Mayer E,3
Giesbrecht B,6
Song AW,6
Charil A,1
Zijdenbos AP,1
Boelman C,1
Weiskopf N,13
Gispert JD,1
Pascau J,1
Reig S,2
Martinez-Lazaro R,1
Molina V,2
Garcia-Barreno P,2
Desco M,2
Prince S,1
Manjaly ZM,2
Debaere F,7
Wenderoth N,27
Swinnen SP,36
Schiltz C,4
Crommelinck M,1
Kovalev VA,1
Kruggel F,1
Iannetti GD,6
Pantano P,8
Romanelli PL,1
Galeotti F,1
Cruccu G,1
Gizewski ER,18
Gasser T,1
de Greiff A,11
Boehm A,1
Koyama T,1
McHaffie JG,1
Laurienti PJ,3
Coghill RC,3
ffytche DH,2
Das M,3
Zachariah E,2
Stoeckel MC,6
Weder B,3
Turner RM,1
Hudson IL,1
Butler PH,1
Joyce PR,1
Bartha L,1
Brenneis C,1
Schocke M,5
Trinka E,1
Koylu B,2
Trieb T,2
Jaschke W,1
Bauer G,1
Poewe W,1
Benke T,4
Hooker CI,9
Dilger S,2
Straube T,21
Mentzel HJ,8
Fitzek C,1
Reichenbach JR,13
Hecht H,2
Krieschel S,1
Gutberlet I,1
Miltner WH,19
Tracy J,1
Flanders A,1
Laskas J,1
Stoddard E,1
Natale P,1
DelVecchio N,1
Lutz S,1
Drzezga A,5
Cowan MC,1
Astafiev SV,4
d'Avossa G,2
Mak YE,2
Gitelman D,2
Parrish T,4
Caligiuri MP,1
Meloy MJ,2
Eberson SC,1
Kindermann SS,1
Frank LR,2
Zorrilla LE,1
Lohr JB,1
Jimura K,19
Asari T,8
Critchley H,4
Young AW,8
Travis MJ,3
Killgore WD,6
Young AD,1
Femia LA,1
Bogorodzki P,2
Rogowska J,8
Liebenthal E,5
Ellingson ML,1
Spanaki MV,1
Prieto TE,1
Ropella KM,1
Rogalsky C,2
Feinstein JS,7
Stein MB,20
Longcamp M,7
Velay JL,5
Stephenson CM,1
Dirckx SG,1
Ooi C,3
McKenna PJ,7
Bisbrown-Chippendale R,1
Kerwin RW,1
Pickard JD,4
Michelon P,1
McAvoy M,3
Zacks JM,7
Hernandez AE,8
Akitsuki Y,10
Watanabe J,11
Yamashita K,8
Sassa Y,32
Awata S,1
Matsuoka H,1
Maeda Y,6
Matsue Y,11
Hashimoto Y,3
Abrahams S,2
Goldstein LH,2
Giampietro VP,7
Leigh PN,4
Zink CF,7
Martin ME,1
Dhamala M,6
Laufs H,9
Beyerle A,1
Salek-Haddadi A,4
Taga G,2
Asakawa K,1
Maki A,2
Konishi Y,2
Koizumi H,2
Schoenfeld MA,11
Hopf JM,9
Sattler C,1
Danckert SL,1
Goodale MA,21
Crupain MJ,1
Voyvodic JT,2
Johnson-Frey SH,3
Maloof FR,1
Newman-Norlund R,3
Farrer C,3
Inati S,3
Grafton ST,30
Kotz SA,19
Besson M,2
Kastner S,2
O'Connor DH,1
Fukui MM,1
Fehd HM,1
Pinsk MA,1
Velanova K,7
Jacoby LL,2
Wheeler ME,10
Adriani M,2
Maeder P,3
Meuli R,3
Thiran AB,1
Frischknecht R,1
Villemure JG,1
Mayer J,1
Annoni JM,5
Bogousslavsky J,1
Fornari E,6
Thiran JP,1
Clarke S,3
Audoin B,3
Ranjeva JP,8
Confort-Gouny S,6
Malikova I,3
Ali-Cherif A,2
Pelletier J,3
Cozzone P,1
Zaidel E,7
Stoesz MR,1
Zhang M,18
Weisser VD,1
Prather SC,1
Mao H,3
Sathian K,12
Shapira NA,1
He AG,1
Bradley MM,4
Lessig MC,1
James GA,9
Stein DJ,4
Lang PJ,5
Goodman WK,1
Brown MR,7
Goltz HC,3
Ford K,1
Fize D,2
Denys K,2
Nelissen K,5
Todd J,3
Vanduffel W,9
Ferdon S,1
Murphy C,9
Bentley P,5
Thiel CM,13
Stewart L,3
Henson R,1
Kampe K,1
Walsh V,8
Turner R,12
Dziewas R,2
Soros P,2
Ishii R,2
Chau W,4
Henningsen H,2
Ringelstein EB,2
Moosmann M,3
Ritter P,4
Krastel I,1
Brink A,1
Obrig H,2
Vandermeeren Y,2
Sebire G,1
Grandin CB,1
Thonnard JL,1
Schlogel X,2
De Volder AG,5
Copland DA,6
McMahon K,9
Eastburn M,3
Chenery HJ,1
Pageler NM,1
Merin NM,1
Eliez S,10
Brown WE,1
Smith A,10
Lidzba K,2
Smith AB,8
Morrison SJ,2
Demorest SM,2
Aylward EH,2
Cramer SC,5
Maravilla KR,1
Monk CS,15
McClure EB,6
Nelson EE,13
Leibenluft E,16
Charney DS,5
Ernst M,29
Pine DS,35
Homae F,2
Yahata N,8
Holstege G,1
Georgiadis JR,4
Paans AM,2
Meiners LC,3
van der Graaf FH,2
Reinders AA,5
Gaser C,12
Schlaug G,12
Teasdale JD,1
Malhi GS,9
Brown RG,2
Poon L,1
Checkley SA,1
Peng D,19
Ding G,12
Xu S,3
Belmonte MK,3
Royet JP,9
Plailly J,7
Delon-Martin C,6
Kareken DA,8
Segebarth C,4
Lei Z,1
Trommer BL,1
Davenport ND,2
Li W,21
Namiki M,1
Claeys KG,2
De Schutter E,2
Mouras H,4
Stoleru S,3
Bittoun J,3
Glutron D,3
Pelegrini-Issac M,4
Wiesenfeld K,1
Martin M,3
Bauer H,5
Pripfl J,2
Lamm C,18
Prainsack C,1
Taylor N,1
Gould RL,1
Kirsch P,27
Schienle A,26
Stark R,46
Sammer G,13
Blecker C,3
Walter B,16
Ott U,3
Burkart J,1
Vaitl D,34
Schall U,3
Johnston P,6
Lagopoulos J,9
Juptner M,2
Jentzen W,1
Thienel R,5
Dittmann-Balcar A,1
Bender S,2
Ward PB,6
Papadakis NG,1
Maguire RP,3
Broerse A,1
de Jong BM,19
Cornelissen FW,4
Leenders KL,12
den Boer JA,3
Neumann J,6
Preibisch C,5
Neumann K,2
Raab P,1
Euler HA,1
von Gudenberg AW,2
Wicker B,8
Ruby P,2
Fonlupt P,9
Uher R,7
Murphy T,2
Campbell IC,6
Treasure J,7
Nelson AJ,4
Staines WR,6
McIlroy WE,3
Lux S,5
Ritzl A,2
Assmus A,1
Noth J,3
Logie RH,3
Venneri A,9
Della Sala S,3
Redpath TW,1
Marshall I,5
Marcantoni WS,1
Sach M,1
Winkler G,1
Liepert J,3
Heimbach B,1
Koch MA,1
Yonelinas AP,5
Cohen MX,14
Dy CJ,1
Tom SM,3
Martinaud O,1
Lemer C,1
Obadia M,1
Slachevsky A,2
Liu T,14
Serences JT,9
Yantis S,10
Glabus MF,1
Horwitz B,10
Holt JL,1
Kohn PD,2
Gerton BK,1
Meyer-Lindenberg A,26
Berman KF,9
Rosen S,5
Leff A,3
Iversen SD,1
de Araujo IE,2
Rolls ET,7
Kringelbach ML,3
Phillips N,1
Bonne O,3
Gilboa A,3
Louzoun Y,1
Brandes D,1
Yona I,1
Lester H,1
Barkai G,1
Freedman N,1
Chisin R,1
Shalev AY,2
Souza T,1
Pleger B,8
Foerster AF,2
Ragert P,7
Dinse HR,3
Schwenkreis P,1
Malin JP,1
Nicolas V,6
Tegenthoff M,14
Keysers C,15
Gallese V,9
Rizzolatti G,11
Bittner RA,4
Waltz JA,1
Kriegeskorte N,5
Pae JS,1
Kwon JS,12
Youn T,3
Park HJ,16
Kim MS,1
Lee B,5
Park KS,1
Swallow KM,4
Speer NK,3
Beauchamp MH,2
Aston JA,1
Doyon J,18
Manoach DS,19
Greve DN,5
Lindgren KA,3
Habeck C,19
Hilton HJ,4
Flynn J,3
Moeller J,3
Stern Y,20
Shimoyama T,1
Scheler G,1
Tan H-RM,1
Donegan NH,1
Sanislow CA,1
Blumberg HP,2
Fulbright RK,6
McGlashan TH,2
Wexler BE,3
Wu T,17
Kansaku K,8
Ioannides AA,3
Corsi-Cabrera M,4
Fenwick PB,2
del Rio Portilla Y,1
Laskaris NA,1
Khurshudyan A,1
Theofilou D,1
Shibata T,2
Uchida S,6
Nakabayashi T,2
Kostopoulos GK,1
Gron G,11
Schul D,1
Bretschneider V,1
Riepe MW,1
Weber K,6
Gunter TC,3
Engle RW,2
Olesen PJ,1
Nagy Z,2
Westerberg H,2
Klingberg T,4
Xu Y,12
James TW,11
Gauthier I,5
Dohle C,2
Kleiser R,13
Lundstrom BN,1
Petersson KM,24
Andersson J,6
Johansson M,3
Fransson P,19
Ingvar M,15
Reul J,2
Mourao-Miranda J,9
Volchan E,3
Moll J,12
de Oliveira-Souza R,2
Oliveira L,3
Bramati I,1
Gattass R,1
Keightley ML,3
Seminowicz DA,8
Bagby RM,1
Costa PT,1
Mayberg HS,3
Nijenhuis ER,2
Korf J,1
Willemsen AT,2
Loubinoux I,4
Carel C,1
Pariente J,3
Dechaumont S,1
Albucher JF,2
Marque P,2
Manelfe C,1
Chollet F,4
Vingerhoets G,7
Van Borsel J,1
Tesink C,2
van den Noort M,2
Deblaere K,2
Seurinck R,7
Vandemaele P,4
Achten E,8
Kobayashi M,2
Hutchinson S,1
Pascual-Leone A,12
Raley J,1
Tunbridge E,1
Lanary K,1
Floyer-Lea A,3
Cohen I,1
Behrens T,1
Jezzard P,1
Moore DR,1
Mahnkopf C,1
Holzknecht C,1
Siebner H,4
Ulmer S,3
Jensen J,13
Crawley AP,3
Mikulis DJ,3
Remington G,4
Kapur S,6
Mandzia JL,2
Black SE,3
McAndrews MP,10
Grady C,9
Graham S,7
Altschul D,1
McGinty V,1
Shih R,1
Scott D,1
Sears E,1
Jansma JM,6
Jager G,7
Van Raalten T,1
Kesler SR,3
Haberecht MF,1
Warsofsky IS,1
Dyer-Friedman J,1
Neely EK,1
Aizenstein HJ,5
Cochran J,1
Clark K,1
Johnson M,2
Nebes RD,1
Mason MF,1
Banfield JF,2
Brody AL,3
Mandelkern MA,5
Jarvik ME,1
Lee GS,1
Smith EC,1
Huang JC,1
Bota RG,1
Bartzokis G,1
London ED,14
Turkeltaub PE,3
Flowers DL,7
Verbalis A,1
Miranda M,1
Gareau L,1
Eden GF,12
Barrett J,1
Stevens AA,5
Kashikura K,3
Postuma RB,1
Hauk O,10
Pulvermuller F,14
Taira M,10
Okita K,1
Tajima N,1
Yoshida H,1
Sasaki T,2
Rakitin BC,7
Scarmeas N,4
Brown T,3
Kemeny S,4
Reith W,8
Kondo H,5
Morishita M,3
Osaka N,16
Osaka M,13
Sabri M,5
Lowe MJ,5
Melara RD,1
Mueller T,1
Federspiel A,16
Schroth G,2
Strik W,9
Okamoto M,5
Dan H,3
Sakamoto K,5
Takeo K,1
Shimizu K,1
Kohno S,1
Oda I,1
Isobe S,1
Suzuki T,3
Kohyama K,2
Dan I,7
McEleney A,1
Hertrich I,5
Thomsen T,2
Rimol LM,6
Ersland L,6
Hugdahl K,24
Herron JE,1
Nomura M,7
Ohira H,10
Haneda K,2
Xiao L,4
Jackson O 3rd,1
Pollok B,3
Schnitzler A,9
Witte OW,10
Kell C,1
Thierfelder C,1
Stuart GW,1
Waites A,1
Jackson G,2
Svalbe ID,1
Egan GF,15
Butler AJ,4
Wunderlich G,1
Tellmann L,1
Hart HC,1
Heinzel A,4
Bermpohl F,15
Niese R,2
Pfennig A,2
Santa Maria MP,1
Benedict RH,1
Bakshi R,1
Wack D,1
Burkard R,1
Weinstock-Guttman B,1
Roberts S,1
Han S,36
Jiang Y,21
Gu H,10
Rao H,18
Mao L,6
Cui Y,5
Zhai R,1
Badre D,2
Gracely RH,4
Geisser ME,1
Giesecke T,2
Grant MA,1
Petzke F,2
Williams DA,1
Clauw DJ,4
Haruno M,4
Kuroda T,1
Doya K,5
Toyama K,1
Kimura M,4
Samejima K,3
Imamizu H,2
Singer T,7
Kiebel SJ,5
Golestani N,7
Vafaee MS,1
Gjedde A,5
Sahyoun C,2
Nitschke JB,4
Rusch BD,1
Fox AS,3
Oakes TR,4
Davidson RJ,23
Leslie KR,1
Henry RG,1
Berman JI,1
Nagarajan SS,4
Mukherjee P,3
Berger MS,1
Irwin W,1
Anderle MJ,1
Abercrombie HC,2
Schaefer SM,2
Kalin NH,4
Pell GS,2
Briellmann RS,2
Waites AB,1
Abbott DF,7
Jackson GD,7
George N,3
Spence C,4
Tapert SF,17
Liu TT,6
Phan KL,26
Taylor SF,21
Welsh RC,25
Ho SH,1
Britton JC,5
Liberzon I,21
Mitchell PB,2
Parker GB,1
Ivanovski B,2
Sachdev P,4
Leroux J,1
Beauchamp MS,9
Lee KE,1
Argall BD,1
Gizewski E,4
Jones K,1
Noble K,2
VanMeter J,5
Wood FB,1
Falcon C,9
Mainero C,3
Caramia F,2
Pozzilli C,4
Pisani A,1
Pestalozza I,1
Borriello G,1
Bozzao L,1
Coleman MJ,2
Dubal S,2
Holzman PS,2
Kronbichler M,18
Hutzler F,3
Wimmer H,7
Mair A,1
Staffen W,3
Ladurner G,7
Momenan R,2
Rawlings R,1
Fong G,1
Boddaert N,1
De Leersnyder H,1
Bourgeois M,1
Munnich A,1
Brunelle F,1
Zilbovicius M,1
Fitzgerald KD,10
Gehring WJ,2
Colombo B,4
Lieberman MD,30
Knowlton BJ,8
Molnar-Szakacs I,3
Moritz M,1
Throop CJ,1
Fiske AP,1
Morgen K,7
Kadom N,2
Sawaki L,2
Ohayon J,2
Frank J,2
McFarland H,2
Martin R,6
Choi HJ,2
Pieperhoff P,1
Joubert S,3
Walter N,1
Karama S,5
Lecours AR,1
Emmorey K,7
Grabowski T,1
McCullough S,4
Damasio H,5
Ponto L,1
Hichwa R,1
Bellugi U,4
Williams AM,3
Frangou S,9
Ecker C,7
Aron AR,6
Shohamy D,4
Clark J,2
Myers C,2
Gluck MA,4
Van Essen D,1
Lencer R,5
Nagel M,5
Sprenger A,9
Zapf S,2
Erdmann C,5
Heide W,4
Remy F,5
Mirrashed F,2
Campbell B,2
Richter W,2
Platek SM,5
Keenan JP,2
Gallup GG Jr,2
Mohamed FB,3
Thermenos HW,5
Breiter H,1
Goodman JM,1
Poldrack R,2
Budde M,1
Matsumoto E,1
Misaki M,5
Videbech P,1
Ravnkilde B,1
Gammelgaard L,1
Egander A,1
Clemmensen K,1
Rasmussen NA,1
Rosenberg R,1
Qiu Y,10
Inui K,4
Wang X,65
Nguyen BT,1
Tran TD,1
Kakigi R,15
Reed CL,2
Shoham S,1
Halgren E,6
Pizzagalli DA,7
Hendrick AM,1
Horras KA,1
Larson CL,5
Koger JV,1
Zalesak M,3
DeWitt I,2
Goff D,2
Kunkel L,2
Piazza M,3
Rumiati RI,11
Ottoboni G,1
Nagai Y,4
Featherstone E,3
Trimble MR,2
Miura N,8
Watanabe Y,4
de Graaf JB,1
Gallea C,6
Pailhous J,2
Bonnard M,2
Gotoh R,1
Okada K,7
Yamaguchi K,3
Itoh M,3
Lau HC,3
Rogers RD,5
Toosy AT,2
Ciccarelli O,7
Parker GJ,5
Wheeler-Kingshott CA,4
Miller DH,5
Reynolds JR,5
Li P,13
Tan LH,11
Ohtake H,1
Tanji K,1
Maruishi M,2
Tanaka Y,3
Muranaka H,2
Ozawa Y,1
Imaizumi S,1
Miyatani M,1
Kawahara J,1
Morita T,7
Kochiyama T,22
Matsumura M,6
Lee JR,1
Chen LF,2
Lee PL,2
Chen SS,1
Neggers SF,7
Langerak TR,1
Schutter DJ,1
Mandl RC,1
Lemmens PJ,1
Postma A,4
Marx E,2
Deutschlander A,10
Wiesmann M,13
Molko N,2
Cachia A,4
Riviere D,4
Bruandet M,1
Lepsien J,12
Bell-McGinty S,1
Rakitin B,2
DeLaPaz R,1
Basner R,1
Camblin CC,2
Swaab TY,1
Pourtois G,3
Grandjean D,5
Sander D,12
Muller M,4
Furey ML,3
Ricciardi E,9
Gobbini MI,5
Wu WH,1
Guazzelli M,2
Qin Y,2
Silk EM,1
Fissell K,1
Steinhauer K,1
Liegeois F,2
Connelly A,3
Cross JH,1
Boyd SG,1
Baldeweg T,2
Pihlajamaki M,6
Tanila H,3
Kononen M,6
Hanninen T,5
Hamalainen A,2
Soininen H,6
Bestmann S,5
Baudewig J,17
Siebner HR,27
Rothwell JC,8
Frahm J,4
Jiang T,40
He Y,35
Zang Y,20
Burchert F,1
Heinemann S,1
De Bleser R,2
Poremba A,1
Sala JB,1
Yee L,1
Malloy M,1
Courtney SM,8
Blumenfeld H,2
McNally KA,2
Vanderhill SD,1
Paige AL,1
Chung R,1
Davis K,1
Norden AD,1
Stokking R,1
Studholme C,1
Novotny EJ Jr,1
Zubal IG,2
Spencer SS,1
Hennenlotter A,7
Schroeder U,3
Stahl R,3
Weindl A,1
von Einsiedel HG,1
Lange KW,4
Hashimoto R,9
Gazzola V,6
Fogassi L,1
van der Wee NJ,9
Voss J,1
Simmons KB,1
Nitschke MF,3
Posse S,2
Kompf D,3
Constable RT,21
Pugh KR,15
Berroya E,1
Mencl WE,14
Westerveld M,4
Ni W,4
Shankweiler D,1
Chen JK,7
Johnston KM,1
Frey S,1
Ouchi Y,1
Yoshikawa E,1
Futatsubashi M,1
Okada H,2
Torizuka T,1
Kaneko M,1
Landau SM,4
Schumacher EH,6
Wheaton KJ,1
Thompson JC,6
Syngeniotis A,1
Agnew JA,2
Konen CS,4
Wittsack HJ,5
Bremmer F,4
Jones ME,1
Egan TD,1
Maze M,1
Morris JS,1
Lu Y,4
Tian L,17
Radnovich AJ,1
Claus E,2
Foresman B,1
Hector D,1
Hutchins GD,1
Hershey T,2
Black KJ,4
Hartlein JM,1
Carl JL,2
Perlmutter JS,2
Hester R,15
Fassbender C,6
Delgado MR,12
Grusser SM,2
Wrase J,10
Hermann D,2
Smolka MN,24
Mann K,13
Heinz A,41
Bengtsson SL,7
Ullen F,10
Lambert S,1
Sampaio E,1
Mauss Y,1
Scheiber C,6
Blackwood N,1
Ffytche D,1
Bentall R,1
Murray R,4
Martin-Skurski ME,2
Chappelow JC,1
Gruber SA,10
Choo WC,2
van Hecke P,1
Yomogida Y,15
Sato T,2
Bolla KI,2
Eldreth DA,2
Matochik JA,3
Cadet JL,2
Blanch RJ,1
Brennan D,2
Condon B,1
Santosh C,1
Hadley D,1
Smith AP,4
Valet M,3
Sprenger T,3
Willoch F,1
Tolle TR,3
Martin RE,2
MacIntosh BJ,2
Smith RC,1
Barr AM,1
Stevens TK,3
Banaji MR,7
Eckert MA,8
Rose FE,1
Karchemskiy A,1
Kesler S,1
Chang M,7
Reynolds MF,1
Galaburda A,1
Lewis JW,5
Wightman FL,1
Brefczynski JA,2
Phinney RE,2
DeYoe EA,2
Schwarzbach J,7
Golay X,4
Fahim C,2
Stip E,6
Mancini-Marie A,5
Pins D,3
Meyer ME,4
Foucher J,2
Humphreys G,3
Boucart M,1
Phillips J,2
Price C,1
Fiehler K,9
Kelly AM,6
Oreja-Guevara C,1
Paulus W,4
Kruse W,1
Hoffmann KP,1
Van Der Graaf FH,1
De Jong BM,1
Deng Y,14
Postle BR,3
Awh E,2
Seki A,5
Koeda T,4
Ogilvie A,1
Rubinsztein JS,1
Calderon G,1
Sahakian BJ,12
Yamaguchi S,4
Hale LA,1
Knight RT,7
Mechelli A,14
Bledowski C,9
Kircheis G,1
Rood HA,1
Boers F,5
Haussinger D,1
Waiter GD,9
Williams JH,5
Murray AD,3
Gilchrist A,2
Perrett DI,5
Whiten A,3
Rowan A,1
Gadian D,1
Foucher JR,4
Otzenberger H,3
Gounot D,8
Numminen J,6
Schurmann M,5
Hiltunen J,4
Joensuu R,1
Jousmaki V,4
Koskinen SK,1
Salmelin R,3
Hari R,23
Peelen MV,10
Heslenfeld DJ,7
Theeuwes J,3
Hammar A,1
Nyttingnes J,1
Yoo SS,6
Teh EK,1
Blinder RA,1
Jolesz FA,5
Schmitz TW,5
Kawahara-Baccus TN,1
Kriegstein KV,1
Sato W,6
Yoshikawa S,4
Altenmuller E,3
Maier J,1
Hartvig NV,1
Green AC,1
Stodkilde-Jorgensen H,3
Romanowski A,3
Nennig E,3
Sun X,8
Wang Z,53
Bikle PC,1
Cherkassky VL,4
Minshew NJ,8
Maihofner C,12
Schmelz M,2
Forster C,7
Neundorfer B,2
Handwerker HO,8
Liu X,22
Jacobson BL,3
Tanabe JL,3
Chan AH,3
Yip V,1
Matthews SC,9
Simmons AN,25
Nelesen RA,1
Dimsdale JE,1
Kang E,3
Lee DS,2
Kang H,2
Lee JS,6
Oh SH,1
Lee MC,4
Kim CS,2
Callan DE,10
Jones JA,2
Callan AM,3
Akahane-Yamada R,1
Takahashi H,10
Koeda M,4
Oda K,1
Matsuda T,3
Matsushima E,1
Matsuura M,3
Asai K,2
Okubo Y,6
Turk DJ,5
Walling BR,1
Handy TC,3
Gazzaniga MS,3
Koeneke S,5
Wustenberg T,19
Piolino P,9
Giffard-Quillon G,1
Moeller FG,3
Steinberg JL,5
Dougherty DM,1
Narayana PA,4
Kramer LA,2
Renshaw PF,8
Balslev D,2
Nielsen FA,1
Seghier ML,16
Boex C,1
Sigrist A,1
Pelizzone M,1
de Lange FP,13
Kalkman JS,1
Bleijenberg G,1
Hagoort P,30
van der Werf SP,1
van der Meer JW,1
Schiffer F,1
Pandey Vimal RL,1
Cowan R,1
Teicher M,1
Valente E,1
Rohan M,1
Hoehn-Saric R,1
Schlund MW,6
Wong SH,1
Kim JS,7
Reading SA,2
Brashers-Krug T,1
Ross CA,2
van Atteveldt N,4
Blomert L,3
Hartlein J,1
Hasegawa T,2
Matsuki K,2
Ueno T,2
Aleman A,29
Koppenhagen H,1
de Haan EH,2
Blasi G,16
Caforio G,8
Latorre V,6
De Candia M,1
Rubino V,2
Bellomo A,3
Scarabino T,2
Nardini M,5
Furlong PL,2
Hobson AR,1
Aziz Q,2
Barnes GR,5
Singh KD,7
Hillebrand A,4
Thompson DG,1
Goh JO,8
Lim Y,1
Lee K,14
Deary IJ,2
Simonotto E,4
Marshall A,1
Goddard N,1
Wardlaw JM,2
Luks TL,5
Pernet C,7
Franceries X,3
Basan S,1
Cassol E,2
Celsis P,4
Rilling JK,12
Sanfey AG,7
Aronson JA,2
Nystrom LE,6
Cohen JD,11
Raboyeau G,2
Marie N,1
Balduyck S,1
Gros H,1
Schmitz B,1
Kasmann-Kellner B,1
Schafer T,1
Krick CM,7
Backens M,1
Krumbholz K,2
Schonwiesner M,5
Rubsamen R,2
Salomons TV,4
Johnstone T,13
Backonja MM,1
Nakamura A,1
Maess B,4
Knosche TR,2
Bach P,5
Habeck CG,2
Anderson KE,1
Park A,2
Hilton J,1
Pelton GH,1
Honig LS,1
Moeller JR,4
Devanand DP,1
Hayasaka S,4
Xue Y,1
Gao D,1
Peck KK,2
Wierenga CE,6
Moore AB,2
Maher LM,1
Gopinath K,3
Gaiefsky M,1
Gallo A,3
Westin CF,2
Kubicki M,5
Maier SE,1
Niznikiewicz M,1
Baer A,1
Frumin M,1
Kikinis R,2
McCarley RW,6
Shenton ME,4
Lorenz J,3
Glascher J,12
Dobkin BH,2
Firestine A,1
West M,1
Saremi K,1
Woods R,1
Derbyshire SW,2
Whalley MG,4
Oakley DA,4
Haier RJ,6
Jung RE,5
Yeo RA,3
Head K,5
Danielmeier C,3
Musseler J,1
Cauich C,1
Rubio MA,2
Mizuno A,3
Kohn P,3
Mervis CB,2
Kippenhan JS,3
Olsen RK,4
Morris CA,2
Molholm S,3
Saygin AP,4
Wilson SM,7
Dronkers NF,1
Bates E,1
Mijovic-Prelec D,1
Jamison HL,2
Gonnerman LM,1
Nearing KI,3
Eickhoff S,1
Kim DE,1
Shin MJ,1
Lee KM,3
Chu K,1
Woo SH,2
Kim YR,1
Song EC,1
Lee JW,1
Park SH,1
Roh JK,1
McLaren DG,5
Gordon HL,2
Baird AA,2
End A,1
Schlesewsky M,8
Schwartz S,16
Hutton C,3
Barber AD,6
Hinton SC,2
Harrington DL,8
Durgerian S,7
Boyd LA,2
Sheltraw DM,1
Lee RR,3
Huang M,2
Nebel K,5
Stude P,6
Wiese H,5
Muller B,1
Keidel M,2
Pallier C,12
Greene JD,2
Engell AD,9
Darley JM,1
Woldehawariat G,1
Montgomery LA,1
Guyer AE,11
Ye FQ,1
Birn R,4
Braun AR,10
Fitzgerald DA,6
Moore GJ,1
Tancer ME,1
Nathan PJ,7
Makino Y,1
Yokosawa K,1
Takeda Y,1
Kumada T,1
Decety J,21
Jackson PL,7
Sommerville JA,1
Chaminade T,8
Meltzoff AN,8
Chau WK,1
Protzner AB,8
Derrfuss J,4
Davis KD,9
Hoechstetter K,4
Scherg M,3
Wibral M,7
Napadow V,14
Liu J,71
Kettner NW,1
Kwong KK,7
Hui KK,3
Izard V,1
Holroyd CB,4
Harper RM,2
Macey PM,4
Woo MA,2
Macey KE,1
Keens TG,1
Gozal D,1
Alger JR,1
Chitins X,1
Gimenez M,6
Narberhaus A,4
Caldu X,5
Segarra D,1
Botet F,2
Marcar VL,2
Loenneker T,4
Straessle A,1
Jaggy S,1
Kucian K,6
Martin E,19
Zhang JX,12
Green RD,2
Peelle JE,10
McMillan C,4
Wingfield A,2
Honey RA,2
O'Loughlin C,1
Sharar SR,1
Kumaran D,6
Menon DK,7
Sleator C,1
Au Duong MV,1
Soulier E,4
Viout P,1
Cozzone PJ,3
Parsons MW,1
Cheung V,3
Cheung C,6
Lam GY,1
Tai KS,2
Yip L,1
Chua SE,4
Wolfensteller U,12
Doeller CF,7
Yoshida M,2
Takei W,1
Volle E,8
Oullier O,4
Jantzen KJ,5
Steinberg FL,4
Kelso JA,6
Shomstein S,4
Kowatari Y,1
Yamamoto M,2
Kitazawa S,2
Ueno S,2
Yamane S,1
Warner LM,1
Zimmer U,7
Lewald J,5
Karnath HO,9
Rudner M,4
Ronnberg J,4
Young AM,1
Mehrotra R,2
Hemsley DR,1
Forss N,2
Raij TT,7
Seppa M,3
Hummel F,1
Saur R,1
Lasogga S,1
Plewnia C,2
Tomasi D,22
Ernst T,6
